"Status","File","ProductNumber","ProductName","Reason","Warnings","ImagePath","OcrText"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.51 PM (1).jpeg","50A-05034-BQ-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.51 PM (1).jpeg","438mm 55mm ID umm M14' 50A-05034-BQ-XS REAR CABIN BELOW CAMC"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.51 PM (2).jpeg","ID-70MM","","OCR result needs manual review before import.","Product name could not be identified from OCR text. | Alternate product/OE numbers detected and stored for search: HI-20MM, 220MM, WI11511RMANR, ID-70M-HOLE.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.51 PM (2).jpeg","ID 70mm Wiä115å11üRmanr DRIVER SHAFT HANGER ASSEMBLY HI 20mm C-C 220mm L/s RUBBER ASSY HOWO ID 70M HOLE C-C 220MM O/SEAL 85X115X12 BRG HI 20"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.51 PM (3).jpeg","IOWLAM511-01020-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.51 PM (3).jpeg","C-C 96mm MIO M12 L 138mm HI 41 mm IOWLAM511-01020-XS ENG MTG FRT HANVAN G7"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.52 PM (1).jpeg","HI-36MM","","OCR result needs manual review before import.","Product name could not be identified from OCR text. | Alternate product/OE numbers detected and stored for search: ID-70MM, 220MM, ID-70M-HOLE.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.52 PM (1).jpeg","ID 70mm DRIVER SHAFT HANGER ASSEMBLY ooe@ HI 36mm C-C 220mm xs L/s RUBBER ASSY HOWO ID 70M HOLE C-C 220MM O/SEAL BRG HI 36"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.53 PM (2).jpeg","1001060-71A-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.53 PM (2).jpeg","M14 M18 c-c 100 1001060-71A-XS REAR ENGINE MTG J6"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.53 PM (3).jpeg","DZ-152-214-40400-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.53 PM (3).jpeg","12"" / 307mm 14 3/4 ""/ 347mm 40 M14 DZ-152 214 40400-XS CABIN BELLOW REAR 2 BUSH M3000 SHACMAN"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.54 PM (1).jpeg","","Torque Bush","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.54 PM (1).jpeg","108 TORSION RUBBER CURE oe@0Å 72 152 21 108 x 72 x 152 x 21-xs TORQUE BUSH"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.54 PM (2).jpeg","AZ-166-443-0103-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.54 PM (2).jpeg","16 1/2"" / 418mm 46 ID 20mm M16 AZ-166 443 0103-XS CABIN BELLOW FRONT HOWO A7 1 BUSH / 1 BOLT CONTINENTAL ID 20M"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.54 PM (3).jpeg","1991-0068-0066-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.54 PM (3).jpeg","OD 51 ID 35 OD 62 HI 28 1991 0068 0066-xs REAR STAB BUSH BLUE HOWO ROUND ID 35 OD 51/62 HI 28 1-IOHAN J7 BUSH CABIN REAR ( BLUE COLOUR )"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.54 PM.jpeg","WG-168-059-0095-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.54 PM.jpeg","78 M12 ooeo 68 2H 9mm HI 48 L 121 I-I-I-1 95 M12 WG-168 059 0095-XS FRT ENGINE MTG M12 HOWO SQUARE SHAPE 121 X 78 X 48"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.55 PM (2).jpeg","","Torque Bush","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.55 PM (2).jpeg","88 TORSION RUBBER CORE 0090 53 110 19 88 x 53 x 110 x 19-xs TORQUE BUSH MAN"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.55 PM (3).jpeg","AZ-972-552-9213-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.55 PM (3).jpeg","90 *BTJggfi TORSION guBøER CORE 57 130 25 AZ-972 552 9213-XS V BAR BUSH 2 HOLE HOWO OD 90 HI 57 C-C 130 HOLE 25"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.56 PM (1).jpeg","","Torque Bush","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.56 PM (1).jpeg","90 TORSION guBßER 73 152 90 x 73 x 152 x 21-xs TORQUE BUSH HOWO RUBBER 21"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.56 PM (2).jpeg","14A-2800-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.56 PM (2).jpeg","ID 42 HI 112 14A 2800-XS OD 85 OD 70 SUSPENSION BUSH BIG TRAILER ROR"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.56 PM (3).jpeg","14A-2760-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.56 PM (3).jpeg","ID 32 HI 59 OD 56 46 14A 2760-XS SUSPENSION BUSH SMALL TRAILLER ROR"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.57 PM (1).jpeg","WG-992-552-2111-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.57 PM (1).jpeg","OD8 M12 HI 82 OD 97 WG-992 552 2111-xs FRT LIMIT BLOCK HOWO T7H FRT SUS BLOCK"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.57 PM (2).jpeg","81-43704-0074-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.57 PM (2).jpeg","ID 45 OD 65 HI 50 81.43704.0074-xs STAB BUSH SHACMAN ID45 OD65 H150"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.57 PM (3).jpeg","DIA-T24-LOW-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.57 PM (3).jpeg","OD 180 35 OD 130 DIA-T24-LOW XS DIAPHRAGM T24 LOW"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.57 PM.jpeg","DIA-T24-HLGHT-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.57 PM.jpeg","OD 181 OD 127 HI 47 DIA-T24-HlGHT XS DIAPHRAGM T24 HIGHT"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.58 PM (1).jpeg","FM-1721-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.58 PM (1).jpeg","17"" FM-1721 XS FLOOR MAT"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.58 PM (2).jpeg","52202-1260-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.58 PM (2).jpeg","M8X1.25 52202-1260-xs CABIN MTG HINO 700 E13C"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.58 PM (3).jpeg","70X36X220-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.58 PM (3).jpeg","HI 20 INNER ID 70 HI 36 DRIVER SHAFT HANGER ASSEMBLY c-c 220 70X36X220 xs L/s RUBBER ASSY HOWO ID 70M HOLE C-C 220MM O/SEAL 85X115X12 BRG HI 36"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.58 PM.jpeg","IOA52D-01C60-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.58 PM.jpeg","H-H 225mm 110mm H-H 50mm 414 ID 17mm 214 ID 21mm IOA52D-01C60-XS REAR ENG MTG CAMC 1--108"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.59 PM (1).jpeg","A-3299-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.59 PM (1).jpeg","OD 65 ID 28 A-3299-XS SUS BUSH 65M 28X65 ROUND FUWA H158"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.59 PM (2).jpeg","52201-E0030-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.59 PM (2).jpeg","PIPE LONG 73mm OD 26 OD 66 ID 16 52201 —E0030 52201-E0030-xs CABIN BUSH KIT 700 SERIES E13C BUSH ID 26 OD 66 HI 50 PIPE ID 16 OD 26 L/3"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.59 PM.jpeg","WG-167-144-0312-XS","","OCR result needs manual review before import.","Product name could not be identified from OCR text. | Alternate product/OE numbers detected and stored for search: 1368MM.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.59 PM.jpeg","C-C 14 1/2"" 1368mm L 407mm OD 45 ID 14mm iiiBAG wc-167 144 0312-xs REAR CABIN BELLOW HOHA NJ17 2 BUS ID 14 LONG 16"""
