"Status","File","ProductNumber","ProductName","Reason","Warnings","ImagePath","OcrText"
"Imported","WhatsApp Image 2026-04-15 at 2.43.26 PM.jpeg","AZ-150-002-0220A-HT","Flywheel","Recognized and added to generated catalogue data.","","assets/img/products/AZ-150-002-0220A-HT.jpeg","GEAR OD 481 ID 430 17 314"" 1450mm 1 ID 62 HI 42 136T 9H 15mm Huatai MADE IN CHINA pans AZI 612600020208 Flywheel With Gear Mezz SINOTRUK W0615 Euro 11 37.5KG ID 239mm HI 68 AZ-150 002 0220A-HT HT3714 FLYWHEEL W/GEAR 91-1 WD615.47 FLYWHEEL BRG 6305 HI 68 AUMAN"
"Imported","WhatsApp Image 2026-04-15 at 5.46.33 PM.jpeg","AZ-150-002-0220-HT","Flywheel","Recognized and added to generated catalogue data.","","assets/img/products/AZ-150-002-0220-HT.jpeg","91-115mm Huatai MADE IN CHINA pans AZI 500020220A Flywheel SINOTRUK WD615 Euro 11 33.4KG HT3757H I 17 3/4"" / 450mm ID 239mm ID 62 1-1142 HI 68 AZ-150 002 0220-HT HT3757 FLYWHEEL NO GEAR 9H FLYWHEEL BRG 6305 HI 68 WD615.47 AUMAN"
"Imported","WhatsApp Image 2026-04-15 at 8.16.49 PM.jpeg","3502407-D01A-HT","Brake Lining Set","Recognized and added to generated catalogue data.","","assets/img/products/3502407-D01A-HT.jpeg","Huatai China Auto parts Specialist 192'220*12/17 10 KG HT8163H HI 8 1/2"" 1217mm 3-4-4-3 L 7 1/4"" / 181mm 8 pcs PS: 0.3010.2/ MAt)F IN CHINA RIVET M8x24mm 3502407-DOIA-HT HT8163 B LINING REAR 83 4"" FAW CAMC 3-4-4-3"
"Imported","WhatsApp Image 2026-04-15 at 8.28.40 PM.jpeg","WG-976-145-0119-HT","Brake Lining Set","Recognized and added to generated catalogue data.","","assets/img/products/WG-976-145-0119-HT.jpeg","HI 8 112"" 1 1217mm 2-4-4-2 L 7 1/4"" Huatai Chin. WG9761450119/WG9761450185 8 pcs HT8184H PS: 0.30' 0.27 MAOF IN CHINA Nh N,.os. O, / 181mm RIVET MIOx24mm WG-976145 0119-HT HT8184 REAR BRAKE LINING 8 3/4"" 2-4-4-2 T7 RIVET MIO"
"Imported","WhatsApp Image 2026-04-15 at 8.49.51 PM.jpeg","AZ-711-745-1221-HT","Brake Shoe Assembly","Recognized and added to generated catalogue data.","","assets/img/products/AZ-711-745-1221-HT.jpeg","Huatai MADE IN CHINA China Auto parts Specialist AZ9761451226/WG9761451225/ AZ7117451221 Rear Brake Shoe Assy SITRAK T7 2 pcs 22.3KG HT6079H 0126 ID 30/35.5 AZ-7117451221-HT HT6079 B/SHOE REAR W/LINING 8 3/4"" 2-4-4-2 T7 ( CAST IRON TYPE ) RIVET MIO ( WG-976 145 0119 )"
"Imported","WhatsApp Image 2026-04-15 at 9.34.29 PM.jpeg","VG-150-005-0105-HT","Valve Cap","Recognized and added to generated catalogue data.","","assets/img/products/VG-150-005-0105-HT.jpeg","OD 20 13 VG-150 005 0105-HT HT4081 VALVE CAP WD615.47 WD618 ID 13 OD 20 HI 7"
"Imported","WhatsApp Image 2026-04-17 at 12.40.11 PM.jpeg","612630061073-1-HT","Engine Water Pump","Recognized and added to generated catalogue data.","","assets/img/products/612630061073-1-HT.jpeg","Huatai MADE IN CHINA China Auto Parts Specialist 612630061073 Water Pump Head WEICHAI WP12 6.3KG HT4989H 6H 10mm OD 100 IOPK MIO Huatai GENUINE PARTS 612630061073-1-H HT4989 W/PUMP UPPER ONLY WP12 BEIBEN"
"Imported","WhatsApp Image 2026-04-19 at 1.37.48 PM.jpeg","612601110943-HT","Turbo Assembly","Recognized and added to generated catalogue data.","OCR dropped a leading digit from the Huatai -HT product number; restored from the matching visible label number in the same image.","assets/img/products/612601110943-HT.jpeg","OD 74 I-I-H 70 H-H 113 HI 274 0 ID 83/89.5 OD 104 Huatai TURBOCHARGER TYPSOKOMnpECCOP Huatai Chin. Auto Parts 612601110943 Turbocharger WEICHAI WPIO 19.6KG HT4181 H MADE IN CHINA 6 9769 SS 293 J 7 s 12601110943-HT HT4181 TURBO CHARGES WD12 AUMAN DAYUN"
"Imported","WhatsApp Image 2026-04-19 at 12.03.08 PM.jpeg","AZ-124-604-0010-HT","Cylinder Head Assembly","Recognized and added to generated catalogue data.","","assets/img/products/AZ-124-604-0010-HT.jpeg","Huatai Cluna Auto Parts Specialist AZ1246040010D Cylinder Head fiXI•æ SINOTRUK D12 Four Valves 17.5KG HT2212H MADE IN CHINA 1 SET 6 976046 2276.16 AZ-124 604 OOIO-HT HT2212 CYL HEAD D12.420 24V"
"Imported","WhatsApp Image 2026-04-19 at 12.59.45 PM.jpeg","61800030041-HT","Connecting Rod Assembly","Recognized and added to generated catalogue data.","","assets/img/products/61800030041-HT.jpeg","Huatai CONNECTING ROD LUATYH ABTATEJIR 88 61800030041-HT HT1543 CON ROD ASSY WD618 , WD12 ID 50"
"Imported","WhatsApp Image 2026-04-19 at 2.53.35 PM.jpeg","612600050087-HT","Camshaft","Recognized and added to generated catalogue data.","","assets/img/products/612600050087-HT.jpeg","H-H 30 41-1 M8 OD 60 OD8 OD 20 L 38"" 1965mm 612600050087-HT HT2053 CAMSHAFT WD618"
"Imported","WhatsApp Image 2026-04-19 at 3.32.33 PM.jpeg","12159770-HT","Water Pump Assembly","Recognized and added to generated catalogue data.","","assets/img/products/12159770-HT.jpeg","OD 53 10mm HI 5.5 OD 33 Huatai CninaAuto parttSpecAoItit H-H 37 Huatai OD 35 OD 65 MADE IN CHINA 12159770/1000054019 Water Pump Assy TD226B/WP6G 4.6KG HTI 909 12159770-HT HT1909 W/PUMP ASSY WP6 DEUTZ ENGINE CUMMIN ENGINE TQ226B 1 pc 976 sss 292 s sz"
"Imported","WhatsApp Image 2026-04-20 at 1.12.40 PM.jpeg","AZ-998-132-0436-HT","Differential Assembly","Recognized and added to generated catalogue data.","","assets/img/products/AZ-998-132-0436-HT.jpeg","26T 34T Huatai MADE IN CHINA Auto 7 a-is AZ9981320436 Inter-Axle Differential HOWO ACI 6 20.6KG HT5902H 9769 s s 293306 AZ-998132 0436-HT HT5902 2 SPEED DIFFERENTIAL ASSY AC16 CORNER GEAR 11T"
"Imported","WhatsApp Image 2026-04-20 at 7.09.59 PM.jpeg","61500070030-HT","Engine Oil Pump","Recognized and added to generated catalogue data.","","assets/img/products/61500070030-HT.jpeg","H-H 80 2H MIO ID 17 2H ID Ilmm Huatai 29T OD 96 M20 Huatai MADE IN CHINA 61500070030 Oil Pump WD61 5/Construction Machinery '7KG 61500070030-HT HT2941 OIL PUMP ASSY 29T WD615 FOR HEAVY EQUIMENT"
"Imported","WhatsApp Image 2026-04-20 at 7.46.05 PM.jpeg","612630050002-HT","Exhaust Valve","Recognized and added to generated catalogue data.","","assets/img/products/612630050002-HT.jpeg","OD9 Huatau KJIAIIAH OD 41 L 173 VALVE 612630050002-HT HT2112 EXHAUST VALVE D12 & WP12 24V OD 9/41 L 173"
