"Status","File","ProductNumber","ProductName","Reason","Warnings","ImagePath","OcrText"
"Updated existing","WhatsApp Image 2026-04-04 at 3.35.08 PM.jpeg","12310-97773","Flywheel","Product number already exists; safely updated missing fields: confidence.","","assets/img/products/12310-97773.jpeg","GEAT OD 498 ID 460 IOH ID 17mm ID 58 HI 20 140T 121-1 220mm 17"" 1432mm HI 105 12310-97773 FLYWHEEL 17"" IOH 140T RF8 NS 16.5MM"
"Needs review","WhatsApp Image 2026-04-17 at 10.37.35 AM.jpeg","","","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-04-17 at 10.37.35 AM.jpeg","GEAR OD 485 ID 439 91-116mm ID 116 (7 c ID 62 HI 21 137T ABS HOLE 45 ID 245mm 17"" 1432mm HI 98 HINO-rw-pnc-45H FLYWHEEL 17"" ABS 45 ID 62 PIIC COMMAINRAIL 137T 91-1 (GOT ABS HOLE 45 HOLE ) GOT LEG"
"Updated existing","WhatsApp Image 2026-04-17 at 11.38.33 AM.jpeg","12310-9Z00E","Flywheel","Product number already exists; safely updated missing fields: confidence.","","assets/img/products/12310-9Z00E.jpeg","GEAR OD 494 HI 21 17 3/4"" 1450mm 153T 12310-9Z00E FLYWHEEL 17"" 153T 12H 50.5 QUESTER GHII"
"Needs review","WhatsApp Image 2026-04-17 at 6.04.37 PM.jpeg","12310-9ZOOD","Flywheel","OCR result needs manual review before import.","Product number contains OCR-ambiguous O/0 characters.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-04-17 at 6.04.37 PM.jpeg","GEAR OD 440 ID 402 IOH 16mm ID 125 ID 46 HI 22 137T ABS HOLE 58 o ID 235mm 17 314"" / 500mm HI 62 12310-9ZOOD FLYWHEEL 17"" IOH 137T NS QUESTER GI-IB 21499565"
"Needs review","WhatsApp Image 2026-04-21 at 10.27.46 AM.jpeg","12310-96450-MIVAKE","Flywheel","OCR result needs manual review before import.","Product-number candidate appears to include extra descriptive text. | Long alphabetic suffix may be OCR bleed from the description.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-04-21 at 10.27.46 AM.jpeg","GEAR OD 465 ID 427 153T 12H MIO 17 118"" 1435m m HI 105 12310-96450-MIVAKE FLYWHEEL 17"" 153T IOH PE6 PF6 DIAPHRAGM COVER"
"Updated existing","WhatsApp Image 2026-04-22 at 6.00.53 PM.jpeg","12310-96006","Flywheel","Product number already exists; safely updated missing fields: confidence.","","assets/img/products/12310-96006.jpeg","GEAR OD 498 ID 460 9H 17mm ID 125 ID 46/49 HI 31 12H MIO ID 203mm 16 112"" 1418mm 140T 1214 15mm HI 110 12310-96006 FLYWHEEL 16"" 140T NS RD8"
"Needs review","WhatsApp Image 2026-04-30 at 4.23.05 PM.jpeg","ME-072584","Flywheel","OCR result needs manual review before import.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-04-30 at 4.23.05 PM.jpeg","GEAR OD 394 ID 353 91-1 MIO 61-117mm ID 100 -l ID 47 HI 14 129T ABS HOLE— 45 ID 215 143/8"" / 650mm ME 072584 FLYWHEEL 14"" 61--1 129T 6D16 6M60"
"Needs review","WhatsApp Image 2026-04-30 at 5.41.42 PM.jpeg","ME-072448","Flywheel","OCR result needs manual review before import.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-04-30 at 5.41.42 PM.jpeg","GEAR OD 394 ID 353 12H MIO 6H 16mm ID 100 21-1 M14 IH 14mm 9 ID 47 HI 14 129T X ABS HOLE ID 215 14"" / 357mm J HI 79 ME 072448 FLYWHEEL 14"" 6H 129T 6D16 6D14 2AT 350M 17M FM658 FWA658 6D17 SAME"
"Updated existing","WhatsApp Image 2026-05-24 at 2.53.58 PM.jpeg","8-94127-250-0","Flywheel","Product number already exists; safely updated missing fields: confidence.","","assets/img/products/8-94127-250-0.jpeg","GEAR OD 390 ID 355 HI 14 128T ID 180 13 3/8"" 1340mm HI 38 8-94127-250-0 FLYWHEEL 12"" 128T6H 48D1 NPR 14.5M"
"Imported","WhatsApp Image 2026-06-09 at 3.42.41 PM.jpeg","1231043026","Flywheel","Recognized and added to generated catalogue data.","Unhyphenated product number needs manual confirmation.","assets/img/products/1231043026.jpeg","GEAR OD 392 ID 362 61-1 ID 16mm ID 110 ID 40 HI 18 129T ID 227mm 13"" 1330.2mm HI 50 1231043026 FLYWHEEL 13""6H 129T NS FE6T LKA211 M17"
"Imported","WhatsApp Image 2026-06-18 at 5.55.19 PM.jpeg","EW-8DC9-H","Flywheel","Recognized and added to generated catalogue data.","Non-standard product number format needs manual confirmation.","assets/img/products/EW-8DC9-H.jpeg","GEAR OD 510 ID 475 62 HI 34 HI 25mm 143T 814 ID 17mm 16H M 10 120mm 17"" 1431.8mm H-H 465mm EW-8DC9-H FLYWHEEL 17"" 143T HIGH 8 HOLE FUSO HI 121 8DC9"
"Imported","WhatsApp Image 2026-07-01 at 11.55.37 AM.jpeg","XGA1311WJLWAE1-010-A","Spare Tank Assembly","Recognized and added to generated catalogue data.","","assets/img/products/XGA1311WJLWAE1-010-A.jpeg","2 PIN 1-1 XGA1311WJLWAE1-010-A SPARE TANK ASSY HANVAN G7"
"Imported","WhatsApp Image 2026-07-01 at 12.24.41 PM.jpeg","49305-1110","Torque Bush","Recognized and added to generated catalogue data.","","assets/img/products/49305-1110.jpeg","52 Fl-HI IO .4ä-1110. —ID 19 105 HINO 49305-1110 TORQUE BUSH UNIVERSAL 2.9KG SOLID TYPE HINO PACKING IBOX 12PCS"
"Imported","WhatsApp Image 2026-07-01 at 12.50.38 PM.jpeg","WG-992-553-0277","Intercooler Assembly","Recognized and added to generated catalogue data.","","assets/img/products/WG-992-553-0277.jpeg","OD 92 4 61-1 M8 HI 768 THK 44mm 1 1050 WG-992 553 0277 INTERCOOLER ASSY"
"Needs review","WhatsApp Image 2026-07-01 at 3.29.23 PM.jpeg","","","No reliable product number candidate found.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-07-01 at 3.29.23 PM.jpeg","L 15 718"" 1402mm L 15 718"" /402mm a WIDTH 50"" 1273mm ETA-ZOOL"
"Imported","WhatsApp Image 2026-07-02 at 10.34.43 AM.jpeg","WG-992-553-0022","Intercooler Hose Clip","Recognized and added to generated catalogue data.","","assets/img/products/WG-992-553-0022.jpeg","HI 19 wc-992 553 0022 INTERCOOLER HOSE CLIP 4 1/2"" GOT 1 SLIDE"
"Imported","WhatsApp Image 2026-07-02 at 12.54.00 PM.jpeg","712W96301-0009","Intercooler Hose","Recognized and added to generated catalogue data.","","assets/img/products/712W96301-0009.jpeg","ID 100 ID 85 400mm 712w96301-0009 HOSE INTERCOOLER SITRAK"
"Imported","WhatsApp Image 2026-07-02 at 8.51.43 PM.jpeg","26335-Z5007","Magnetic Valve","Recognized and added to generated catalogue data.","","assets/img/products/26335-Z5007.jpeg","M12— H-H 70mm VALVE IN-195 IT CORPORATION ID Ilmm —M12 VN 195-HKT [2633545007] MAGNECTIC VALVE NISSAN"
"Imported","WhatsApp Image 2026-07-03 at 10.10.21 AM.jpeg","26335-Z0003","Magnetic Valve","Recognized and added to generated catalogue data.","","assets/img/products/26335-Z0003.jpeg","M12 VALVE VN-188 CORPORATION IN JAPAN ID Ilmm M12 HKT VN 188-HKT [26335-Z00031 MAGNETIC VALVE NISSAN"
"Needs review","WhatsApp Image 2026-07-03 at 10.38.35 AM.jpeg","26335-Z0031","","OCR result needs manual review before import.","Product name could not be identified from OCR text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-07-03 at 10.38.35 AM.jpeg","UAGNETIC VN-195 24v CORPORAT ION YADE IN JAPAN VN 195-HKT [26335-Z50071 UGNEIIC (e) VN-188 24V HKT CORPORATION IN JAPAN VN 188-HKT [26335-Z0031"
"Imported","WhatsApp Image 2026-07-03 at 2.45.43 PM.jpeg","NXG16TFW111-02050","Clutch Bearing","Recognized and added to generated catalogue data.","","assets/img/products/NXG16TFW111-02050.jpeg","29 HI 52mm FORK 86mm HI 114mm N*G16Trw111-02050 CLUTCH BRG XCMG 5650 HANVAN OD 130 ID 65 HI 115 SHACMAN"
"Imported","WhatsApp Image 2026-07-03 at 5.50.49 PM.jpeg","83320-80374","Fuel Tank Float","Recognized and added to generated catalogue data.","","assets/img/products/83320-80374.jpeg","O 60 H- L 325mm O m o c 51-1 5mm 3 PIN OD 75m 83320-80374 FUEL TANK FLOAT L 13.5"" WU720 OD 75M SOCKET 3 PIN (2-1) DUTRO"
"Imported","WhatsApp Image 2026-07-07 at 10.52.26 AM.jpeg","27610-4900","Gearbox Solenoid Valve","Recognized and added to generated catalogue data.","","assets/img/products/27610-4900.jpeg","4p1N 2-2 M12 ""o C-C 54mm 2HlD C-C 54mm 27610-4900 SOLENOID VALVE 2 PCS E13C 700 GEAR BOX FRT 2-2 PIN"
"Imported","WhatsApp Image 2026-07-07 at 11.20.21 AM.jpeg","AZ-952-524-0020","Shifting Device","Recognized and added to generated catalogue data.","","assets/img/products/AZ-952-524-0020.jpeg","*19525240020 2025.10.28 AZ-952 524 0020 SHIFTING DEVICE HOHAN W/ OUT GEAR LEVER ROD"
"Imported","WhatsApp Image 2026-07-07 at 11.38.46 AM.jpeg","WG-972-516-0510-NRB","Clutch Bearing Assembly","Recognized and added to generated catalogue data.","","assets/img/products/WG-972-516-0510-NRB.jpeg","FORK 86mm HI 116mm ID 65mm OD 154mm 27mm we-972 516 0510-NRB CLUTCH BRG ASSY HOW0371 OD 155 HI 120 D 63 NEW MODEL"
"Needs review","WhatsApp Image 2026-07-07 at 12.03.54 PM.jpeg","","","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-07-07 at 12.03.54 PM.jpeg","nec.Z66 4210041 DOOR HINGE UPPER LH HOW070,A7"
"Needs review","WhatsApp Image 2026-07-07 at 12.14.44 PM.jpeg","","","Importer error: Cannot bind argument to parameter 'Line' because it is an empty string.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-07-07 at 12.14.44 PM.jpeg",""
"Imported","WhatsApp Image 2026-07-08 at 11.44.08 AM.jpeg","30314-VB2","Front Hub Bearing","Recognized and added to generated catalogue data.","","assets/img/products/30314-VB2.jpeg","ID 70mm 111 r/ OD 150mm HI 40mm CONE HI 30mm 30314 VB2 FRT HUB BEARING ID 70 OD 150 HI 30/40 INNER SLANTING FAW FRT WHEEL"
"Imported","WhatsApp Image 2026-07-09 at 10.48.49 AM.jpeg","STR-HBS-XLB","Hand Brake Shaft Kit","Recognized and added to generated catalogue data.","","assets/img/products/STR-HBS-XLB.jpeg","0000 37X25.5x3 STR-HBS-XLB HAND BRAKE SHAFT BUSH KIT HIWO"
"Imported","WhatsApp Image 2026-07-09 at 2.51.44 PM.jpeg","20W27421-0190","Temperature Switch","Recognized and added to generated catalogue data.","","assets/img/products/20W27421-0190.jpeg","2 PIN 1-1 L 22mm 11 20W27421-0190 TEMP SWITCH M12 2 PIN SITRAK LONG 45 M12"
"Imported","WhatsApp Image 2026-07-10 at 10.24.03 AM.jpeg","LLON-6345-1","Air Bellow","Recognized and added to generated catalogue data.","","assets/img/products/LLON-6345-1.jpeg","41-1 M12 ID 143mm HI 10"" M12 254mm LLON 6345-1 AIR BELOW 1 BOLT ROR LOW"
"Imported","WhatsApp Image 2026-07-10 at 9.56.07 AM.jpeg","LLON-78813-C","Air Bellow","Recognized and added to generated catalogue data.","","assets/img/products/LLON-78813-C.jpeg","41-1 M12 ID 143mm M12 HI 11"" 280mm LLON 78813-C AIR BELOW 813 BTM 4 SCREW ROR HIGH METAL PISTON BTM 4 SCREW"
"Imported","WhatsApp Image 2026-07-11 at 12.20.20 PM.jpeg","WG-407-545-0054-XLB","Hand Brake Shaft Kit","Recognized and added to generated catalogue data.","","assets/img/products/WG-407-545-0054-XLB.jpeg","50X42X1 ID 44 WG-407 545 0054-XLB HB SHAFT KIT MCP16"
"Needs review","WhatsApp Image 2026-07-11 at 9.34.32 AM.jpeg","45180-OOZOO","Pressure Protection Valve","OCR result needs manual review before import.","Long alphabetic suffix may be OCR bleed from the description. | Product number contains OCR-ambiguous O/0 characters.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-07-11 at 9.34.32 AM.jpeg","M12 2H ID 7mm c-t 32mm M12 45180-OOZOO SORL PRESSURE PROTECTION VALVE GOVERNOR"
"Imported","WhatsApp Image 2026-07-11 at 9.53.55 AM.jpeg","GWT-112A","Engine Water Pump","Recognized and added to generated catalogue data.","","assets/img/products/GWT-112A.jpeg","PIPE OD 45mm 31-1 ID 9mm HI 12mm OD 16mm M20 2H ID 8mm OD 78mm WATER PUMP _—--ge GWT-112A WATER PUMP TOYOTA DYNA BU 15B"
"Imported","WhatsApp Image 2026-07-14 at 10.34.30 AM.jpeg","HD469-251001","Two Speed Assembly","Recognized and added to generated catalogue data.","","assets/img/products/HD469-251001.jpeg","ID 68 34T INNER HI 51mm OD 151mm HI 100mm HD469-251001 2 SPEED ASSY"
"Imported","WhatsApp Image 2026-07-14 at 10.59.08 AM.jpeg","WG-910-052-0034","Front Spring Shackle","Recognized and added to generated catalogue data.","","assets/img/products/WG-910-052-0034.jpeg","ID 29.5mm 90mm -WG9100520034 ID:OBK21AAA 91mm BUSH 87X30X39 we-910 052 0034 SPG SHACKLE FRT HOWO SPG 90"
"Imported","WhatsApp Image 2026-07-14 at 11.19.01 AM.jpeg","AZ-972-516-0065","Clutch Cover Spring Kit","Recognized and added to generated catalogue data.","","assets/img/products/AZ-972-516-0065.jpeg","OD 137mm ID 89mm ID 97mm HI 22mm AZ-972 516 0065/"" CLUTCH COVER SPRING KIT 6 LEG OD 135 ID 89/97 HI 22"
"Imported","WhatsApp Image 2026-07-14 at 12.40.11 PM.jpeg","WG-910-034-0057","Slack Adjuster","Recognized and added to generated catalogue data.","","assets/img/products/WG-910-034-0057.jpeg","19T ) ID35mm WG9i00340057—e HB20260519 ID 15mm L 205mm YG9100340051 HB20260519 HI 84mm wc-910 034 0057 SLACK ADJ 19T REAR RH HOW0371"
"Imported","WhatsApp Image 2026-07-14 at 2.08.43 PM.jpeg","WG-910-034-0056","Slack Adjuster","Recognized and added to generated catalogue data.","","assets/img/products/WG-910-034-0056.jpeg","19T ID 35mm TWG9100340056 HB202605i9 L 205mm ID 15mm WG9100340056 HB20260519 HI 84mm WG-910 034 0056 SLACK ADJ 19T REAR LH HOW0371"
"Imported","WhatsApp Image 2026-07-14 at 4.41.20 PM.jpeg","VG-106-206-0351","Water Pump Assembly","Recognized and added to generated catalogue data.","","assets/img/products/VG-106-206-0351.jpeg","6PK 8PK OD 160mm OD 133mm vc-106 206 0351 W/PUMP ASSY SWZIO I-IOHAN J7 SAME"
"Needs review","WhatsApp Image 2026-07-14 at 5.32.35 PM.jpeg","932-500-0570-W","Air Dryer Assembly","OCR result needs manual review before import.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-07-14 at 5.32.35 PM.jpeg","932 500 0570-w AIR DRYER 3 HOLE 700 SERIES E13C MORE 1 HOLE M22 HOLE"
"Imported","WhatsApp Image 2026-07-15 at 11.45.14 AM.jpeg","VG-103-411-0341","Turbo Assembly","Recognized and added to generated catalogue data.","","assets/img/products/VG-103-411-0341.jpeg","boc OD 113 ID 82mm OD 74 ID 51 41-1 ID Ilmm HI 290 c-c 112 HOLSET c-c 70 VG-103 411 0341 TURBO ASSY J7 HX50"
"Imported","WhatsApp Image 2026-07-15 at 2.28.16 PM.jpeg","AZ-971-941-0041","Tie Rod Arm","Recognized and added to generated catalogue data.","","assets/img/products/AZ-971-941-0041.jpeg","2H ID 28mm C-C 75mm L 320mm ID 26.5/29.5 Az-971 9410041 TIE ROD ARM ( LH )"
"Imported","WhatsApp Image 2026-07-15 at 2.40.23 PM.jpeg","AZ-971-941-0040","Tie Rod Arm","Recognized and added to generated catalogue data.","","assets/img/products/AZ-971-941-0040.jpeg","21-1 ID 28mm C-C 75mm L 320mm ID 26.5/29.5 Az-971 941 0040 TIE ROD ARM ( RH )"
"Needs review","WhatsApp Image 2026-07-15 at 4.16.37 PM.jpeg","UP-45126","Coupling","OCR result needs manual review before import.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\WhatsApp Image 2026-07-15 at 4.16.37 PM.jpeg","1/11/ 126mm UP-45126 45mm COUPLING UP N DOWN 45X126"
"Imported","WhatsApp Image 2026-07-15 at 4.26.05 PM.jpeg","1991-1241-0057","Front Knuckle","Recognized and added to generated catalogue data.","","assets/img/products/1991-1241-0057.jpeg","c-c 76 ID 30 ID 30 OD 50 TAPPER 54 OD 70 M14 ID 18 M18 1991 1241 0057 KNUCKLE FRT HOWO 6X4 L/R .c-4185 c-c 112 M14 ID 18 M18"
"Imported","WhatsApp Image 2026-07-15 at 4.50.12 PM.jpeg","DZ-901493-26023","Differential Assembly","Recognized and added to generated catalogue data.","","assets/img/products/DZ-901493-26023.jpeg","OD 126mm ID 56/60mm 28T INNER HI 48mm HI 91mm DZ-901493 26023 DIFFERENTIAL ASSY ( SMALL COMPLETE ) HANDE 425 ( NEW MODEL )"
"Imported","WhatsApp Image 2026-07-15 at 9.55.28 AM.jpeg","711W90714-0494","Sun Gear Washer","Recognized and added to generated catalogue data.","","assets/img/products/711W90714-0494.jpeg","OD 90mm ID 58mm HI 6mm 711w90714-0494 SUN GEAR WASHER (INNER) MCP16 ID 58 OD 90 HI 6"
