"Status","File","ProductNumber","ProductName","Reason","Warnings","ImagePath","OcrText"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.50 PM (1).jpeg","","Drive Shaft Hanger Assembly","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.50 PM (1).jpeg","ID 70mm DRIVER SHAFT HANGER ASSEMBLY oee@ HI 36mm C-C 200mm xs LIS RUBBER ASSY CAMC ID 70M L 215 SEAL 85X115X12 C-C 200 BRG HI 36"
"Imported","WhatsApp Image 2026-07-23 at 11.20.50 PM (2).jpeg","WG-167143-0114-1-XS","Shock Absorber","Recognized and added to generated catalogue data.","","assets/img/products/WG-167143-0114-1-XS-78B448116774-2.jpeg","406mm 362mm 50mm ID 14mm WG-167143 0114/1-XS FRT CABIN ABSORBER NJ7 ID14 L 16"""
"Imported","WhatsApp Image 2026-07-23 at 11.20.50 PM (3).jpeg","WG-923-352-0010","Suspension Limit Block","Recognized and added to generated catalogue data.","","assets/img/products/WG-923-352-0010-E21D6745FCCB-3.jpeg","H-H 130mm NASTIC smxs-A202S M13 HI 33 65mm WG-923 352 0010 REAR SPG LIMITED BLOCK HOWO 2H - M13 H-H 130 SQ SPG BUMPER"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.50 PM.jpeg","ID-75M-HOLE","Drive Shaft Hanger Assembly","OCR result needs manual review before import.","Product-number candidate appears to include extra descriptive text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.50 PM.jpeg","ID 75mm DRIVER SHAFT HANGER ASSEMBLY HI 30 C-C 250mm xs LIS RUBBER ASSY HOWO ID 75M HOLE C-C 250MM BRG H130"
"Imported","WhatsApp Image 2026-07-23 at 11.20.51 PM (1).jpeg","50A-05034-BQ-XS","Cabin Bellow","Recognized and added to generated catalogue data.","","assets/img/products/50A-05034-BQ-XS-3CBDA8909D1D-3.jpeg","438mm 55mm ID umm M14' 50A-05034-BQ-XS REAR CABIN BELOW CAMC"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.51 PM (2).jpeg","WI11511RMANR","Drive Shaft Hanger Assembly","OCR result needs manual review before import.","Long alphabetic suffix may be OCR bleed from the description. | Alternate product/OE numbers detected and stored for search: ID-70M-HOLE.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.51 PM (2).jpeg","ID 70mm Wiä115å11üRmanr DRIVER SHAFT HANGER ASSEMBLY HI 20mm C-C 220mm L/s RUBBER ASSY HOWO ID 70M HOLE C-C 220MM O/SEAL 85X115X12 BRG HI 20"
"Imported","WhatsApp Image 2026-07-23 at 11.20.51 PM (3).jpeg","IOWLAM511-01020-XS","Engine Mounting","Recognized and added to generated catalogue data.","","assets/img/products/IOWLAM511-01020-XS-B44039CB8FFC-3.jpeg","C-C 96mm MIO M12 L 138mm HI 41 mm IOWLAM511-01020-XS ENG MTG FRT HANVAN G7"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.51 PM.jpeg","","Torque Bush","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.51 PM.jpeg","65mm 112mm 170mm 28mm fifi Tog 510N ooeo 112X65X170X28-xs TORQUE BUSH HOW070 ( NEW MODEL )"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.52 PM (1).jpeg","ID-70M-HOLE","Drive Shaft Hanger Assembly","OCR result needs manual review before import.","Product-number candidate appears to include extra descriptive text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.52 PM (1).jpeg","ID 70mm DRIVER SHAFT HANGER ASSEMBLY ooe@ HI 36mm C-C 220mm xs L/s RUBBER ASSY HOWO ID 70M HOLE C-C 220MM O/SEAL BRG HI 36"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.52 PM (2).jpeg","","Torque Bush","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.52 PM (2).jpeg","77mm - 85mm 152mm Tog 510M R OO@O 85X77X152X21-xs TORQUE BUSH RUBBER TYPE M21"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.52 PM.jpeg","TO510NR","Torque Bush","OCR result needs manual review before import.","Product number contains OCR-ambiguous O/0 characters.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.52 PM.jpeg","72mm '108mm 152mm 21 mm TOß510NR oe@o 108X72X152X21-xs TORQUE BUSH"
"Imported","WhatsApp Image 2026-07-23 at 11.20.53 PM (1).jpeg","WG-164-243-0285-XS","Shock Absorber","Recognized and added to generated catalogue data.","","assets/img/products/WG-164-243-0285-XS-2007CB7C91D7-4.jpeg","12"" / 304mm 13 3/4"" / 348mm 40mm ID 14mm WG-164 243 0285-XS CABIN ABSORBER FRT HOW0371 SWZIO GOT SPG LONG 13 3/4"" ID 14 LONG 350M ( WG-167144 0263 same use)"
"Imported","WhatsApp Image 2026-07-23 at 11.20.53 PM (2).jpeg","1001060-71A-XS","Engine Mounting","Recognized and added to generated catalogue data.","","assets/img/products/1001060-71A-XS-ECF91F08F773-3.jpeg","M14 M18 c-c 100 1001060-71A-XS REAR ENGINE MTG J6"
"Imported","WhatsApp Image 2026-07-23 at 11.20.53 PM (3).jpeg","DZ-152-214-40400-XS","Cabin Bellow","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: M3000.","assets/img/products/DZ-152-214-40400-XS-0C4B74E6802B-3.jpeg","12"" / 307mm 14 3/4 ""/ 347mm 40 M14 DZ-152 214 40400-XS CABIN BELLOW REAR 2 BUSH M3000 SHACMAN"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.53 PM.jpeg","","Torque Bush","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.53 PM.jpeg","64mm 90m 152mm Tog 510M R 00@0 , TORQUE BUSH SHACMAN RUBBER TYPE"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.54 PM (1).jpeg","","Rubber Bush Assembly","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.54 PM (1).jpeg","108 TORSION RUBBER CURE oe@0Å 72 152 21 108 x 72 x 152 x 21-xs TORQUE BUSH"
"Imported","WhatsApp Image 2026-07-23 at 11.20.54 PM (2).jpeg","AZ-166-443-0103-XS","Cabin Bellow","Recognized and added to generated catalogue data.","","assets/img/products/AZ-166-443-0103-XS-83038FE0473D-3.jpeg","16 1/2"" / 418mm 46 ID 20mm M16 AZ-166 443 0103-XS CABIN BELLOW FRONT HOWO A7 1 BUSH / 1 BOLT CONTINENTAL ID 20M"
"Imported","WhatsApp Image 2026-07-23 at 11.20.54 PM (3).jpeg","1991-0068-0066-XS","Stabilizer Bush","Recognized and added to generated catalogue data.","","assets/img/products/1991-0068-0066-XS-86A9845F7A2C-3.jpeg","OD 51 ID 35 OD 62 HI 28 1991 0068 0066-xs REAR STAB BUSH BLUE HOWO ROUND ID 35 OD 51/62 HI 28 1-IOHAN J7 BUSH CABIN REAR ( BLUE COLOUR )"
"Imported","WhatsApp Image 2026-07-23 at 11.20.54 PM.jpeg","WG-168-059-0095-XS","Engine Mounting","Recognized and added to generated catalogue data.","","assets/img/products/WG-168-059-0095-XS-25E452521B60-3.jpeg","78 M12 ooeo 68 2H 9mm HI 48 L 121 I-I-I-1 95 M12 WG-168 059 0095-XS FRT ENGINE MTG M12 HOWO SQUARE SHAPE 121 X 78 X 48"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.55 PM (1).jpeg","","Rubber Bush Assembly","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.55 PM (1).jpeg","95 TORSION RUBBER CORE 0000 69 152 21 95 x 69 x 152 x 21-xs TORQUE BUS DF RUBBER TYPE"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.55 PM (2).jpeg","","Rubber Bush Assembly","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.55 PM (2).jpeg","88 TORSION RUBBER CORE 0090 53 110 19 88 x 53 x 110 x 19-xs TORQUE BUSH MAN"
"Imported","WhatsApp Image 2026-07-23 at 11.20.55 PM (3).jpeg","AZ-972-552-9213-XS","V Bar Bush","Recognized and added to generated catalogue data.","","assets/img/products/AZ-972-552-9213-XS-7983B51C85E6-3.jpeg","90 *BTJggfi TORSION guBøER CORE 57 130 25 AZ-972 552 9213-XS V BAR BUSH 2 HOLE HOWO OD 90 HI 57 C-C 130 HOLE 25"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.55 PM.jpeg","","Torque Bush","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.55 PM.jpeg","57 95 152 g ugBER CORE 0000 95 x 57 x 152 x 21-xs TORQUE BUSH 95X57 21"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.56 PM (1).jpeg","","Torque Bush","No reliable product number candidate found.","","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.56 PM (1).jpeg","90 TORSION guBßER 73 152 90 x 73 x 152 x 21-xs TORQUE BUSH HOWO RUBBER 21"
"Imported","WhatsApp Image 2026-07-23 at 11.20.56 PM (2).jpeg","14A-2800-XS","Suspension Bush","Recognized and added to generated catalogue data.","","assets/img/products/14A-2800-XS-51001AD9ACA7-3.jpeg","ID 42 HI 112 14A 2800-XS OD 85 OD 70 SUSPENSION BUSH BIG TRAILER ROR"
"Imported","WhatsApp Image 2026-07-23 at 11.20.56 PM (3).jpeg","14A-2760-XS","Suspension Bush","Recognized and added to generated catalogue data.","","assets/img/products/14A-2760-XS-59836BEFEE7F-3.jpeg","ID 32 HI 59 OD 56 46 14A 2760-XS SUSPENSION BUSH SMALL TRAILLER ROR"
"Imported","WhatsApp Image 2026-07-23 at 11.20.56 PM.jpeg","DZ-912-595-25274-XS","Torque Rod Assembly","Recognized and added to generated catalogue data.","","assets/img/products/DZ-912-595-25274-XS-51F50E59B52B-4.jpeg","152 3 3 M21 DZ-912 595 25274-XS TORQUE ROD ASSY UPPER F3000 SHACMAN PA80 PA46 ( 430MM/720MM = 17""/28 1/2"" ) BUSH 85x57x152x21"
"Imported","WhatsApp Image 2026-07-23 at 11.20.57 PM (1).jpeg","WG-992-552-2111-XS","Suspension Limit Block","Recognized and added to generated catalogue data.","","assets/img/products/WG-992-552-2111-XS-63E27A76CF86-3.jpeg","OD8 M12 HI 82 OD 97 WG-992 552 2111-xs FRT LIMIT BLOCK HOWO T7H FRT SUS BLOCK"
"Imported","WhatsApp Image 2026-07-23 at 11.20.57 PM (2).jpeg","81-43704-0074-XS","Stabilizer Bush","Recognized and added to generated catalogue data.","","assets/img/products/81-43704-0074-XS-02E35C8B1138-3.jpeg","ID 45 OD 65 HI 50 81.43704.0074-xs STAB BUSH SHACMAN ID45 OD65 H150"
"Imported","WhatsApp Image 2026-07-23 at 11.20.57 PM (3).jpeg","DIA-T24-LOW-XS","Brake Diaphragm","Recognized and added to generated catalogue data.","","assets/img/products/DIA-T24-LOW-XS-27AA1549969A-3.jpeg","OD 180 35 OD 130 DIA-T24-LOW XS DIAPHRAGM T24 LOW"
"Imported","WhatsApp Image 2026-07-23 at 11.20.57 PM.jpeg","DIA-T24-HLGHT-XS","Brake Diaphragm","Recognized and added to generated catalogue data.","","assets/img/products/DIA-T24-HLGHT-XS-84A38292F8DB-3.jpeg","OD 181 OD 127 HI 47 DIA-T24-HlGHT XS DIAPHRAGM T24 HIGHT"
"Imported","WhatsApp Image 2026-07-23 at 11.20.58 PM (1).jpeg","FM-1721-XS","Floor Mat","Recognized and added to generated catalogue data.","","assets/img/products/FM-1721-XS-9E86AF23D03A-3.jpeg","17"" FM-1721 XS FLOOR MAT"
"Imported","WhatsApp Image 2026-07-23 at 11.20.58 PM (2).jpeg","52202-1260-XS","Cabin Mounting","Recognized and added to generated catalogue data.","","assets/img/products/52202-1260-XS-8E350A14CD00-3.jpeg","M8X1.25 52202-1260-xs CABIN MTG HINO 700 E13C"
"Needs review","WhatsApp Image 2026-07-23 at 11.20.58 PM (3).jpeg","ID-70M-HOLE","Drive Shaft Hanger Assembly","OCR result needs manual review before import.","Product-number candidate appears to include extra descriptive text.","C:\Users\helon\OneDrive\Desktop\NAE-TRUCK\whatsapp-import\XIN-SENG\WhatsApp Image 2026-07-23 at 11.20.58 PM (3).jpeg","HI 20 INNER ID 70 HI 36 DRIVER SHAFT HANGER ASSEMBLY c-c 220 70X36X220 xs L/s RUBBER ASSY HOWO ID 70M HOLE C-C 220MM O/SEAL 85X115X12 BRG HI 36"
"Imported","WhatsApp Image 2026-07-23 at 11.20.58 PM.jpeg","IOA52D-01C60-XS","Engine Mounting","Recognized and added to generated catalogue data.","","assets/img/products/IOA52D-01C60-XS-C337E6094055-3.jpeg","H-H 225mm 110mm H-H 50mm 414 ID 17mm 214 ID 21mm IOA52D-01C60-XS REAR ENG MTG CAMC 1--108"
"Imported","WhatsApp Image 2026-07-23 at 11.20.59 PM (1).jpeg","A-3299-XS","Suspension Bush","Recognized and added to generated catalogue data.","","assets/img/products/A-3299-XS-B2CCE5D941C6-3.jpeg","OD 65 ID 28 A-3299-XS SUS BUSH 65M 28X65 ROUND FUWA H158"
"Imported","WhatsApp Image 2026-07-23 at 11.20.59 PM (2).jpeg","52201-E0030-XS","Cabin Bush Kit","Recognized and added to generated catalogue data.","Alternate product/OE numbers detected and stored for search: SERIES-E13C.","assets/img/products/52201-E0030-XS-45E22FE2A3A4-3.jpeg","PIPE LONG 73mm OD 26 OD 66 ID 16 52201 —E0030 52201-E0030-xs CABIN BUSH KIT 700 SERIES E13C BUSH ID 26 OD 66 HI 50 PIPE ID 16 OD 26 L/3"
"Imported","WhatsApp Image 2026-07-23 at 11.20.59 PM.jpeg","WG-167-144-0312-XS","Cabin Bellow","Recognized and added to generated catalogue data.","","assets/img/products/WG-167-144-0312-XS-EF0D69AD39B5-3.jpeg","C-C 14 1/2"" 1368mm L 407mm OD 45 ID 14mm iiiBAG wc-167 144 0312-xs REAR CABIN BELLOW HOHA NJ17 2 BUS ID 14 LONG 16"""
